Rev YOY % [FY1997],Rev YOY % [FY1998],Rev YOY % [FY1999],Rev YOY % [FY2000],Rev YOY % [FY2001],Rev YOY % [FY2002],Rev YOY % [FY2003],Rev YOY % [FY2004],Rev YOY % [FY2005],Rev YOY % [FY2006],Rev YOY % [FY2007],Rev YOY % [FY2008],Rev YOY % [FY2009],Rev YOY % [FY2010],Rev YOY % [FY2011],Rev YOY % [FY2012],Rev YOY % [FY2013],Rev YOY % [FY2014],Rev YOY % [FY2015],Rev YOY % [FY2016],EBITDA Margin % [FY 1997],EBITDA Margin % [FY 1998],EBITDA Margin % [FY 1999],EBITDA Margin % [FY 2000],EBITDA Margin % [FY 2001],EBITDA Margin % [FY 2002],EBITDA Margin % [FY 2003],EBITDA Margin % [FY 2004],EBITDA Margin % [FY 2005],EBITDA Margin % [FY 2006],EBITDA Margin % [FY 2007],EBITDA Margin % [FY 2008],EBITDA Margin % [FY 2009],EBITDA Margin % [FY 2010],EBITDA Margin % [FY 2011],EBITDA Margin % [FY 2012],EBITDA Margin % [FY 2013],EBITDA Margin % [FY 2014],EBITDA Margin % [FY 2015],EBITDA Margin % [FY 2016]
18.7418,7.3086,7.7727,36.893,14.2458,-19.9532,1.0949,6.2489,5.4663,8.2917,18.5966,7.7046,-22.1686,5.5205,7.5175,-12.6454,4.9555,7.9412,9.0638,5.8521,11.022,8.5792,7.1009,23.5396,27.5236,17.6105,18.5093,17.9522,11.6756,12.7292,18.2589,18.8216,7.6731,14.3461,13.4885,6.3734,12.9536,15.5127,15.5102,19.4542
10.7184,-0.9652,-33.4365,18.4347,38.8497,-28.2245,-3.6024,14.2888,40.3263,-8.4681,22.2193,-7.1339,-21.7168,-25.0725,55.3372,0,-20.1108,18.094,0.72,9.2701,10.4324,5.8499,-,2.3087,12.1952,2.8808,3.8554,6.1925,10.1247,9.2373,11.7396,7.1178,2.0598,-4.2862,12.8753,6.7295,-0.1061,5.4164,9.2777,11.0087
18.2422,6.6315,1.614,1.4837,6.2954,8.7162,3.9476,2.4095,1.5256,5.6341,8.3639,7.3015,-5.779,-3.628,-3.6946,-1.9502,1.1042,14.0919,1.6507,-1.0267,10.2093,10.8082,9.888,10.425,10.8724,12.1672,12.0921,12.2825,11.5762,12.1866,12.7608,12.5967,8.669,8.2974,8.158,7.6035,8.6954,10.319,10.0182,8.681
2.0836,-1.6688,-6.5118,-4.4798,9.6549,-13.4227,1.9639,12.4935,-4.9043,-5.9753,0.0738,0.1478,-11.8295,-14.9416,12.8561,-1.8171,-2.765,13.9474,5.9555,6.0315,6.4012,-,-,12.4657,12.5826,9.239,11.3992,13.8708,15.0894,14.056,12.1438,13.5818,9.5756,8.7429,11.2656,11.374,10.3635,12.6489,13.2401,13.336
7.7182,5.2682,-31.1172,40.44,64.246,-42.2798,10.2327,14.9971,20.0236,5.9737,26.4647,6.3518,-43.926,-17.6047,59.7382,-5.3283,0,23.0989,0.1558,8.2893,16.3027,16.6704,7.7445,12.5387,19.7221,1.9108,6.1863,9.2779,11.7311,14.3207,19.3405,21.5592,5.9356,4.2327,17.5663,13.5964,8.1077,10.023,17.9639,20.6367
8.7822,10.6242,4.9618,2.1398,10.4359,0.115,3.7585,1.7542,0.8796,6.2198,15.1702,2.8219,6.0207,0.3378,1.6643,7.6779,4.0572,3.2129,12.505,6.8186,-,-,-,25.3272,24.6815,25.57,25.14,24.7822,20.9118,20.8064,21.449,22.6727,22.5127,20.665,19.8426,18.2823,17.3396,14.927,15.2737,15.4094
22.9133,29.0761,26.5442,29.32,16.9185,31.5481,12.4465,7.788,-4.6527,0.5546,6.9208,6.1092,4.159,-15.375,-1.5854,3.0117,-14.9622,-3.7169,0.2582,14.5514,10.3305,12.0838,17.5674,22.9963,25.0861,14.8714,14.8657,18.0098,13.8735,12.1955,13.0755,14.1589,15.6509,11.378,12.192,18.4743,14.3312,10.3812,13.3472,21.5148
15.934,-1.8756,13.4828,24.7129,-2.8948,-5.2803,11.1574,28.7184,17.9853,30.9704,22.6218,13.3636,-17.7111,28.9948,10.9541,4.4451,-7.9125,2.2643,15.6362,-,32.4071,24.5706,33.2105,36.1232,36.3631,32.1711,33.0501,40.4217,41.2551,34.1461,37.1642,37.1685,34.4279,34.4494,34.8004,33.541,18.9988,17.9924,25.9435,-
4.1638,-1.0393,17.8622,77.7154,-11.6635,-25.0079,19.898,28.6494,-18.9461,5.4009,7.9828,6.3056,-21.9915,37.0535,8.3945,-9.7611,-2.4973,8.7741,19.9079,-,27.0814,23.5016,26.9347,35.839,29.6314,24.5113,26.9396,32.3469,31.1787,32.9837,29.6536,30.2596,23.7401,37.5689,39.8442,34.8856,34.1588,35.574,37.4101,-
17.5755,17.4679,12.4683,11.3407,11.1084,2.1975,2.0378,1.8525,-15.772,11.4869,14.1084,11.9705,1.1988,1.0103,10.1403,7.7534,-10.8859,8.3075,6.9633,-,23.3596,23.5622,25.4427,24.3222,25.8811,27.8699,25.0846,22.7669,23.3718,22.5905,23.0166,23.3085,24.1344,23.296,21.6068,21.3101,20.3209,20.3561,20.8547,-
12.0655,28.4099,16.2808,-5.1219,10.4089,1.1926,-12.9338,15.3531,30.1912,24.0778,19.6851,18.0508,6.5979,-25.9805,13.8939,13.5157,4.3599,-1.6565,10.4797,-0.3225,20.0984,24.4222,25.0559,13.591,22.1743,20.5501,12.0848,16.5195,25.0464,28.0575,21.9154,23.5922,22.9915,14.3724,19.8585,21.2041,20.6556,18.7563,10.7356,5.8743
-,-,0,2152.0321,81.8216,-11.1743,11.2315,30.2345,34.807,51.4126,48.4598,24.2797,8.7048,19.053,13.1842,18.5931,14.8459,24.4595,11.8935,-,-,-,-,-207.7802,-80.2247,-31.3038,18.6761,32.2724,34.4481,27.0582,32.5963,37.8864,37.9318,36.1087,37.4583,35.4512,35.4237,34.8398,31.5126,-
-1.702,6.2769,17.6971,87.6735,-23.2233,-31.0617,-11.5564,78.971,-12.7446,31.1104,6.1944,-16.4935,-38.3215,90.4467,10.1371,-17.0962,-13.8778,20.815,6.4704,-,24.2043,22.7761,24.9635,32.9243,20.9482,13.4911,9.819,28.9413,25.0063,27.4587,28.0143,20.8333,1.057,23.8244,24.7789,17.3873,15.8876,20.6238,20.9545,-
-,-,-,-,-,-,-,-,-,30.4584,32.5147,124.3143,41.4077,3.9261,6.926,2.124,-5.622,-3.8185,5.8076,-,-,-,-,-,-,-,-,-,11.2187,16.11,20.6078,10.3436,17.5975,22.3971,31.8401,32.3517,34.017,29.1742,30.4245,-
-,-,-,-,-,-,-,-,-,7.3049,0.9253,11.2639,-12.6546,41.0377,11.6101,1.1986,6.5989,69.4047,59.85,-,-,-,-,-,-,-,-,-,6.8085,7.9312,18.402,19.482,20.2156,30.0525,31.8921,31.472,30.3571,35.3478,41.6471,-
15.2639,4.1089,10.9367,30.6043,-31.2439,-31.1218,5.9251,8.9957,7.533,5.2749,4.5334,8.4707,-3.25,2.1507,4.7788,7.9024,-5.7544,-2.0427,-3.3999,-5.5608,50.4702,55.8963,27.5825,50,18.8066,-16.4587,1.1449,25.4801,27.1839,22.2693,14.2023,26.584,32.8419,34.3742,32.6936,32.5591,33.5701,32.1622,32.0506,31.2049
105.6515,136.8493,51.6977,54.1336,29.7356,28.8607,60.7391,59.322,50.9921,60.7833,49.9421,31.8755,16.4172,40.0689,33.2891,20.0177,20.3734,16.0518,20.9818,-,14.0923,19.0082,22.1384,22.3562,23.6176,23.1528,22.8791,22.852,22.4666,20.5794,20.3898,21.0015,21.5899,21.1659,20.5948,20.6641,21.0082,20.3942,19.9097,-
178.3322,100.6213,62.1989,16.6534,25.7591,-10.8482,11.5986,25.9132,22.6085,24.8257,22.7116,13.7514,1.941,16.1437,17.6954,17.2104,12.8497,7.6898,4.2234,-,48.7279,47.8985,49.9316,36.4662,36.428,29.6139,32.062,28.556,28.7249,23.62,21.3661,18.6216,21.2954,24.6361,26.117,23.4192,22.2111,21.4496,25.9243,-
14.5971,35.0392,34.4402,16.2168,-6.883,30.4325,43.9111,19.1377,5.8167,-5.6888,4.7441,18.57,14.9249,-13.2479,-1.7789,15.436,-8.3515,-5.8468,26.2937,-2.6357,12.7416,13.4948,15.538,14.5808,3.8572,15.4604,25.3424,29.1849,24.2569,15.3846,6.5998,-1.6371,-3.7274,-9.6332,0.3343,6.9756,8.5593,6.4335,25.2491,24.454
11020.9677,108.1919,160.9156,91.9794,73.5696,62.1348,78.3292,51.093,39.1614,31.1339,28.5202,11.3255,2.1788,4.9114,27.2608,20.7689,-41.3232,6.4551,-2.2526,-,27.8027,20.0757,9.6687,17.2901,30.3232,35.4808,36.4068,40.1347,39.976,32.958,33.9628,33.3043,30.3539,30.9851,28.4328,29.0505,37.7134,35.9271,34.2877,-
-,-,-,-,-,-,-,-,-,-,-,-,-,154.054,87.9939,37.1328,54.6865,58.3587,43.8151,-,-,-,-,-,-,-,-,-,-,-,-,-,43.758,59.3211,56.0226,23.3248,49.9491,49.7593,45.956,-
6578.3318,2034.9344,469.1347,290.4582,-1.1764,0.8373,7.0465,47.7112,64.3846,40.0266,33.4014,23.6853,0.4469,35.0482,30.5975,19.5699,7.5561,16.9263,10.8413,-,-,-68.4188,-15.4716,13.9785,-20.8565,-0.6049,6.4886,17.817,27.0619,25.7457,24.5621,18.7497,23.3754,28.2588,31.988,33.1198,31.5276,30.7023,30.9862,-
10.8002,26.604,14.0941,37.0628,12.3604,10.2279,22.4314,27.4966,-13.1041,9.3489,3.7528,24.7484,-11.1184,1.3735,3.7744,3.4273,8.5211,5.2347,3.711,-,23.497,23.1901,24.1127,22.7163,21.7419,23.8006,23.5067,22.6536,22.925,21.4446,22.9534,25.5504,29.2126,30.1475,28.7013,29.1027,28.8741,29.6683,30.51,-
119.5404,22.2998,0.7345,4.3689,15.0335,21.7877,19.4955,54.7062,5.3682,13.0641,35.5473,38.1804,6.5101,21.0402,11.2086,-8.9831,6.4762,2.291,1.7256,-,2.3679,10.3489,-1.0181,10.2995,21.1015,21.7297,24.3888,25.6628,27.831,27.3923,28.5886,30.6241,33.9741,30.6249,28.3015,25.9752,22.1241,21.7856,22.9058,-
-,-,-,-,-,-,-,321.2461,255.4429,180.8272,273.3874,147.2937,65.7865,24.069,7.9067,21.7748,-1.7494,2.4646,5.5381,-,-,-,-,-,-,-,-,-109.7248,-2.9419,9.6463,32.0773,39.9467,39.2722,35.377,22.4241,20.6099,20.8988,19.6785,21.6398,-
11.1986,15.0865,36.4369,10.3052,5.6599,19.722,21.7068,12.8455,10.5912,15.0472,16.5693,11.9737,3.8757,9.4564,1.3517,10.4088,3.6239,7.5266,-1.202,-,13.3559,13.8864,18.2313,19.2079,12.5273,25.1282,28.8182,29.7602,33.2943,30.1931,29.7835,28.7671,28.916,32.8239,38.0979,36.7647,36.1632,34.8574,25.9303,-
-5.7258,13.0352,-27.7062,77.7568,40.3616,-22.1735,-19.1924,13.1642,39.0497,-0.5405,31.9034,-7.6711,-39.7151,19.7698,74.3869,-0.1016,-10.3774,3.0472,-3.938,-,24.4929,19.3789,9.557,24.7022,24.3428,19.2076,15.1746,21.764,29.5537,18.3145,29.6085,29.2647,0.7729,22.884,39.2538,34.9456,28.7471,29.154,27.6354,-
0.3917,27.8306,4.5111,39.325,37.7817,-47.33,18.406,33.0888,30.0283,4.1233,-0.9057,8.5012,-17.5854,20.8043,26.8356,-14.646,1.2328,8.2785,6.2484,-,52.9614,55.2123,55.2427,56.5723,59.8455,52.9708,56.1208,60.137,60.824,56.1056,53.0926,52.4871,47.9056,52.0432,55.4425,50.3678,49.0174,49.7689,49.9476,-
-19.4728,-1.9206,-38.4417,89.9463,23.483,-37.9445,-19.9213,23.9279,60.5277,9.2993,56.2916,-3.5715,-54.9097,91.2078,51.7353,-17.6824,35.034,28.0193,14.1514,-,0.367,8.7293,-0.6026,20.2821,17.7674,3.9265,6.396,15.0752,28.4774,25.988,31.8228,23.6446,-3.801,24.4431,27.5079,12.6654,11.7309,21.3774,21.7785,-
16.9171,18.7409,16.0821,20.0398,29.4148,-20.1859,14.0406,7.337,21.1188,9.5588,12.0464,-0.3784,-12.7871,4.9188,56.923,-6.995,14.3471,22.1034,11.1752,1.2248,35.5282,36.5873,37.3486,38.9653,42.4496,40.5266,43.9001,45.3681,47.2542,47.1009,44.6277,41.3718,37.1758,35.4799,39.1781,35.9156,29.6167,33.7107,34.0542,31.4895
-3.5744,-14.1321,-14.8812,147.0739,-38.1382,-34.2209,19.4013,42.4643,10.8083,8.0327,7.8907,2.6898,-17.771,76.5979,3.6076,-6.3041,10.1894,80.2931,-1.0148,-,24.2109,3.8078,31.9249,52.653,4.1286,6.9293,5.978,33.0835,30.0819,26.5743,25.123,16.367,13.5332,41.535,31.5657,18.9579,24.8429,34.3929,34.8999,-
100.1479,78.0324,74.1783,100.1589,73.6899,-20.654,11.7363,31.1906,36.5562,29.3045,35.7048,17.7912,7.0204,11.2104,30.2996,21.6803,1.5914,-0.1169,-3.1937,-9.4235,22.2515,22.993,21.6311,20.6682,17.7506,9.5762,16.3971,19.1558,19.932,19.1134,13.7882,13.9894,9.9742,14.3256,18.471,15.0773,12.9729,17.3754,15.6785,11.3775
643.1237,0,-1.0846,136.6734,96.3295,86.2556,39.4295,-4.5303,10.2629,18.1914,29.174,33.5342,-16.4233,-2.8736,6.5193,12.8304,7.0593,-3.5083,13.3656,7.0055,-7.2099,12.8872,5.3855,18.0566,19.5656,21.8288,10.5895,7.4183,9.8392,18.8913,18.2813,23.6596,4.1234,7.1535,11.2447,21.3236,20.5033,17.7966,20.9098,22.8542
29.7039,-32.8019,20.9826,21.9025,19.4663,9.7778,15.0976,17.7665,11.6503,15.8775,12.6817,9.5051,0.7974,-3.9371,4.1733,6.9807,4.3232,8.2838,8.7617,7.7493,15.238,31.0842,35.1013,38.8392,41.7472,41.1769,40.4355,37.7914,41.2263,42.7618,41.0694,43.9854,42.7789,40.5487,41.9853,42.6809,43.1175,43.1815,42.3492,42.7419
-,-,-,0,624.9723,-,-,-,-,-,-,-,-,-,-,0,18.8096,19.2953,15.2398,-,-,-,-,-,-38.3016,-,-,-,-,-,-,-,-,-,-,21.0173,21.5103,20.623,21.0964,-
202.7009,57.4543,237.0496,89.0456,16.0589,10.1215,37.5055,28.2699,-2.6368,21.4509,32.8943,-6.5792,-7.2955,10.365,7.4983,-17.1527,10.6495,19.0929,49.0088,52.5878,7.4612,-1.0363,18.8312,30.6419,23.1494,7.6702,14.7207,18.5449,8.4516,11.1104,15.1428,6.3523,7.4334,20.601,21.0855,11.4284,7.3205,11.91,27.7601,27.7594
-,-,-9.3709,-1.7314,-1.7619,2.0281,6.5549,-4.0395,21.3528,21.8853,23.3977,11.8661,-22.8439,16.2162,-3.721,36.168,-3.9361,-4.3691,0.1092,-,-,7.5964,16.0194,12.4485,-2.0784,11.927,16.8362,14.7332,15.7023,16.185,14.1725,18.1617,8.1183,23.1943,14.3833,26.4274,20.6396,19.4185,16.828,-
-,-,-,74.8566,-31.1734,75.7601,34.9564,26.9078,1.0647,-2.3501,-4.1365,15.9452,-6.679,33.5509,32.3787,10.5504,14.2419,27.8738,42.195,-,-,-,14.1787,6.849,-59.3831,-1.9496,6.8439,12.6131,11.3285,7.6754,14.2363,16.579,17.6523,23.456,26.3725,23.3392,25.385,30.3512,37.5122,-
1.6839,17.6642,11.1997,25.8335,14.4596,25.5266,31.3138,32.9211,38.1107,60.4194,25.4857,12.9753,4.6986,-2.683,3.4252,8.7237,2.6151,-39.4295,-5.4268,-8.999,13.1105,15.3152,17.3228,26.8265,30.0396,28.1165,31.7625,34.8611,37.0453,29.9736,26.9679,27.1535,31.3333,29.9081,26.7689,27.0282,26.3683,18.1209,16.911,24.7777
0.3219,-11.0009,9.9605,21.6825,-30.939,2.2192,17.3088,17.47,6.778,15.5654,-2.9464,-9.6423,-16.5907,33.9407,-1.6541,-6.6255,-4.8344,6.8824,-0.345,-,18.2811,19.2,30.1772,32.5221,19.5829,24.0367,26.7846,30.1073,32.1037,31.4486,33.3863,29.9976,29.999,38.071,32.3116,28.4834,31.7001,38.8961,40.7692,-
884.9557,191.4794,117.7652,460.024,107.1681,24.2082,-16.725,10.1489,43.1897,-38.7544,-13.4549,-34.2869,10.2078,10.4929,13.4297,13.1628,10.4734,4.6659,4.8755,-,-124.8876,-40.1849,2.47,14.8485,21.2176,23.5036,27.8353,23.5668,26.9702,17.062,16.4996,37.7751,42.4167,46.5485,51.8935,58.6253,61.019,62.1825,63.0034,-
45.8128,-15.2311,-21.864,-29.2717,-0.1942,10.1259,26.3713,12.0728,19.4407,19.291,25.9617,47.6591,-7.6914,32.1615,-3.2894,30.9888,23.0245,-1.4397,-3.6881,-,8.7384,-5.3444,-9.5593,-7.9172,1.5562,4.4858,9.4243,9.1738,9.4806,12.117,11.4301,18.1818,14.8396,20.934,14.7806,23.1607,21.6142,20.6014,19.757,-
1.309,7.9997,7.8863,54.2325,62.5239,-38.7969,13.8244,20.9233,12.5469,9.7262,6.748,-0.0742,-0.8792,0.4585,29.2269,-5.4321,-3.217,9.8623,-0.2178,-6.8759,33.8045,33.6667,32.8839,36.0081,33.4772,8.5944,24.465,29.4598,28.114,28.3432,23.0195,26.9291,28.6467,28.7624,36.4911,32.0827,30.1704,34.9883,35.9427,33.3496
291.382,191.449,141.4152,87.5978,-35.3778,32.846,70.5123,119.9571,47.0875,22.2153,8.4597,3.4326,-10.3793,-2.1,-21.1941,0.0474,-6.1403,-1.33,7.5824,-,-22.7956,9.3847,30.2807,35.1031,4.8125,20.7306,28.0201,27.9652,28.2799,22.83,18.7481,18.2615,17.4054,22.2145,27.2661,26.3736,22.0345,14.7782,6.6557,-
-,0,28.5105,16.3121,14.085,11.836,20.9462,20.1514,23.4603,6.3198,18.8791,3.2155,-3.0077,42.1047,13.6799,14.7513,18.6102,22.7798,21.4372,-,14.7031,13.8298,13.7639,14.4514,16.1292,16.2914,19.6217,20.955,20.356,29.5247,30.6983,29.3299,24.7972,26.6977,24.7801,27.2766,26.7811,25.2812,23.4273,-
13.9299,3.9044,9.9824,34.5436,-18.8226,-3.7843,16.7139,23.4724,18.1451,36.683,15.3599,13.5189,-12.8661,26.029,10.8518,8.9424,7.5161,15.8363,4.1754,-,21.1672,20.1312,19.8666,21.127,22.0773,19.6583,19.4777,20.6131,21.8438,20.9782,22.2797,22.3558,20.8306,22.5993,22.2545,22.1826,22.5215,22.763,23.0215,-
-,-,-,-,-,312.3091,127.5469,88.3136,83.6799,75.6807,60.4281,50.6141,43.8184,21.25,26.9271,36.7742,34.575,33.4669,31.9966,24.0738,-,-,-,-,-,-86.8624,-15.7321,2.6941,5.4809,8.1976,1.6306,5.5867,8.6474,12.1439,8.6439,1.9545,0.1306,-1.4873,3.1368,6.9857
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-12.2563,-0.8017,4.4401,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.8113,12.4096,14.3739,11.4756
-,-,-,-,-,48.3332,195.4423,27.3415,15.2986,-10.1078,19.7144,16.1291,10.4658,38.6543,9.3283,3.0254,4.6171,5.7789,2.8282,-,-,-,-,-,15.405,17.9317,24.3165,19.8551,22.5554,15.9073,16.0254,17.6484,17.5554,24.4169,25.0622,24.7455,25.6506,25.5262,25.5519,-
26.7347,-0.0827,22.6046,45.9607,-12.6157,-47.6766,-2.3389,24.7249,18.8116,12.9941,13.2586,1.5017,-9.2973,22.9286,18.9686,1.5462,-2.4089,24.2486,-6.2172,-,27.7176,24.6735,24.0877,26.604,12.0555,0.6637,12.4919,23.1447,28.041,28.7785,31.8941,32.1823,26.5987,34.3335,35.4245,29.2685,31.449,31.2609,27.3186,-
-,-,13.2067,3.0243,3.8708,31.0397,11.5071,21.9413,24.6315,15.7745,16.9006,6.5081,29.338,12.3204,13.2321,18.499,7.8079,7.5049,8.5928,-,-,26.2153,29.2766,23.7153,22.5609,24.1952,24.5275,25.1206,26.6638,27.0528,24.6383,25.0373,24.5389,23.8632,22.3051,22.274,21.2875,20.3805,21.4189,-
-46.1892,-1.2214,-9.4192,3.665,8.1719,-6.102,12.2453,22.2265,19.1376,15.8035,7.5716,22.9594,8.8966,-5.5945,14.6751,0.6071,-6.2243,-1.9562,1.4166,-,7.7388,7.1332,8.2821,5.9975,8.5468,9.1513,9.5797,10.9862,13.3939,14.6828,18.6762,18.3416,19.3506,23.1026,22.6708,22.3928,22.007,21.6081,21.6801,-
-,-,-,-,11.4794,17.4065,17.9214,16.2484,13.2762,13.2231,22.2943,22.7259,2.1434,8.6291,21.2132,10.0834,12.4611,13.5827,2.3938,-,-,-,-,17.0212,18.1567,12.6266,12.7538,19.2443,19.759,23.1393,30.464,41.9871,47.1857,52.5546,54.7661,56.6499,58.4215,58.4048,57.7635,-
6.5098,5.1889,5.536,12.913,-18.3688,-23.1713,-1.14,28.1062,19.0371,21.3452,-14.5285,-77.773,-14.6561,9.6444,-24.6686,9.254,-0.67,-5.5565,-3.1628,-,15.4494,9.8755,11.4648,14.5182,5.6517,8.5304,8.9527,12.3082,13.3418,10.7732,3.6753,16.2039,14.481,14.0475,14.9878,17.3552,19.1263,19.4524,21.5803,-
-,769.8544,180.1203,-14.2647,50.0689,-2.5806,13.5491,38.1744,57.5041,41.6682,43.9384,30.5503,24.7709,14.6595,21.5227,24.6158,17.2723,15.4873,16.6083,14.6824,3.5668,-8.9675,-6.0676,-43.6034,-37.9382,-23.823,-10.3229,7.8701,19.2689,26.4132,19.0058,19.7649,18.8224,20.71,21.2996,22.2208,20.1698,20.1265,18.4553,17.9334
-,-,-,-,-,-,-,-,-,-,10.0193,3.5252,-3.008,13.2826,22.0041,12.8281,1.0131,1.4858,-7.3939,-,-,-,-,-,-,-,-,15.7894,20.518,20.6851,20.2702,20.4313,21.299,22.7272,21.7612,24.6904,23.1426,21.9985,14.9011,-
-,-,-,-,-,-,-,-,3.0092,3.3062,6.46,14.3073,-28.644,13.8943,17.9522,-3.6,-14.2449,5.1185,2.1715,-,-,-,-,-,-,-,-,18.9026,19.12,18.7452,17.3294,17.7763,10.7741,17.9864,17.4626,17.1811,18.964,20.1286,21.3357,-
15.9959,9.5974,34.7637,58.2792,5.5883,7.0391,10.2952,12.6764,35.0396,11.4939,-6.9787,2.9525,-1.9896,2.3901,5.3208,-0.8519,15.0955,18.5327,13.5954,-,24.6391,26.2099,25.9352,19.7737,21.9957,18.8964,27.4326,21.7994,23.0603,24.3911,25.3158,26.0471,24.1908,21.8371,21.3714,23.7001,24.1563,23.1782,23.9839,-
-,-,-,-,-,-,-,23.7803,9.6835,10.6355,21.7774,74.4568,10.3464,16.698,13.9243,13.4196,13.0217,7.8451,9.2741,-,-,-,-,-,-,-,27.3067,43.8313,47.7542,31.6146,37.0473,44.8826,52.7854,58.0533,61.4823,61.7982,63.3893,66.0289,67.1541,-
-,-,-,-,-,-,-,12.565,12.4112,12.094,9.6192,7.7915,-3.7562,2.1461,5.7523,3.1576,-2.1678,1.1764,-2.2026,-,-,-,-,-,-,-,34.3127,33.5804,33.8198,31.6518,29.5069,29.9488,28.2654,29.5703,29.6682,29.1237,26.0988,25.7294,25.3606,-
4.4078,7.9861,-3.0522,-1.2846,-9.2956,-6.8145,-0.9339,0.1337,-0.1336,1.2355,8.3862,2.2057,-13.7949,42.5192,1.2342,-6.7535,-2.0323,-2.3294,-7.651,-,16.4131,15.5974,15.2513,8.8048,11.3417,13.5844,13.2475,12.5556,12.4004,13.0921,13.3735,11.3357,10.6462,11.4223,13.4018,13.3,12.6162,13.4595,10.0692,-